entidad,grupo,nombre,tipo,status,pais_codigo,estado_cve,municipio_cve,codigo_postal,colonia,nivel,capa_nivel,unidad,tipo_nombre,descripcion_desarrollo,descripcion_capa,descripcion_unidad,descripcion,altura,precio,area_m2,poligono,metadata,linea_nombre,familia_nombre,modelo_nombre,height,min_height,levels,metadata_color,metadata_unidad_plantas,metadata_unidad_estacionamiento,metadata_unidad_sala/comedor,metadata_unidad_cocina,metadata_unidad_patio_de_servicio,metadata_unidad_área_de_jardín,metadata_unidad_habitaciones,metadata_unidad_baños,metadata_unidad_m2_de_construcción,metadata_unidad_m2_de_terreno,metadata_unidad_tinaco,metadata_unidad_cisterna,metadata_unidad_construcción_de_ladrillo_rojo_recocido,metadata_unidad_construcción_de_block_de_concreto,metadata_unidad_muro_independiente,metadata_unidad_terraza,metadata_unidad_smart_house_kit,metadata_unidad_roof_garden,metadata_unidad_vestidor_recamara_principal
unidad,GT-SanFermin,Lote 22,,disponible,MX,1,1,20343,San Gerardo,0,0,22,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,480000,129,"{""coordinates"":[[[[-102.29265008709268,21.80494196776654,0.0],[-102.29270378388854,21.804980207638025,0.0],[-102.29281890794368,21.804831140497406,0.0],[-102.29276521114782,21.80479290062592,0.0],[-102.29265008709268,21.80494196776654,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Habita,6.5,0,2,,2,2,si,si,si,si,3,2.5,110.37,varia,si,si,si,,si,,,,
unidad,GT-SanFermin,Lote 23,,disponible,MX,1,1,20343,San Gerardo,0,0,23,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,480000,129,"{""coordinates"":[[[[-102.29259639029681,21.804903727895063,0.0],[-102.29265008709268,21.80494196776654,0.0],[-102.29276521114782,21.804792900625934,0.0],[-102.29271151435192,21.804754660754462,0.0],[-102.29259639029681,21.804903727895063,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Premier,6.5,0,2,,2,2,si,si,si,si,3,2.5,118.8,varia,si,si,si,,,,,,
unidad,GT-SanFermin,Lote 24,,disponible,MX,1,1,20343,San Gerardo,0,0,24,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,480000,129,"{""coordinates"":[[[[-102.29252572057051,21.804853400846564,0.0],[-102.29259639029678,21.804903727895073,0.0],[-102.29271151435192,21.804754660754462,0.0],[-102.29264195092239,21.804705121548956,0.0],[-102.29263115430008,21.804716556406646,0.0],[-102.29262055018958,21.804728170013494,0.0],[-102.29261014154982,21.804739959128867,0.0],[-102.29259993128514,21.804751920463154,0.0],[-102.29258992224455,21.804764050678752,0.0],[-102.292580117221,21.80477634639086,0.0],[-102.29257051895038,21.804788804168556,0.0],[-102.29256113011101,21.80480142053564,0.0],[-102.29255195332271,21.804814191971712,0.0],[-102.29254299114609,21.804827114913067,0.0],[-102.29253424608197,21.80484018575377,0.0],[-102.29252572057051,21.804853400846564,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Terrace,6.5,0,2,,2,2,si,si,si,si,3,2,86.41,varia,si,si,si,,,si,,,
unidad,GT-SanFermin,Lote 25,,disponible,MX,1,1,20343,San Gerardo,0,0,25,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,480000,129,"{""coordinates"":[[[-102.29281099488121,21.805056756563875,0.0],[-102.2928646916771,21.805094996435344,0.0],[-102.29297981573221,21.80494592929474,0.0],[-102.29292611893634,21.80490768942327,0.0],[-102.29281099488121,21.805056756563875,0.0]]],""type"":""Polygon""}",{},Venta,Residencial,Confort,6.5,0,2,,2,2,si,si,si,si,3,1.5,98.93,varia,si,si,si,,,,si,,
capa,GT-SanFermin,Manzana 3,horizontal,disponible,MX,1,1,20343,San Gerardo,0,,,,,Privada  con acceso directo a Piscina,,Descripción de la capa 0,0,,31000,"{""coordinates"":[[[-102.29303109219121,21.805649394718753,0.0],[-102.2930314258462,21.805649749874014,0.0],[-102.29303175332127,21.805650110735456,0.0],[-102.29303207451886,21.80565047719559,0.0],[-102.29303238934324,21.8056508491452,0.0],[-102.29303269770065,21.805651226473486,0.0],[-102.2930329994992,21.805651609067976,0.0],[-102.29303329464895,21.80565199681473,0.0],[-102.293033583062,21.805652389598166,0.0],[-102.29303386465234,21.805652787301298,0.0],[-102.29303413933617,21.805653189805593,0.0],[-102.29303440703158,21.805653596991178,0.0],[-102.29303466765883,21.805654008736663,0.0],[-102.29303492114022,21.80565442491942,0.0],[-102.29303516740032,21.805654845415418,0.0],[-102.29303540636569,21.80565527009939,0.0],[-102.29303563796513,21.805655698844774,0.0],[-102.29303586212967,21.805656131523854,0.0],[-102.29303607879248,21.805656568007706,0.0],[-102.29303628788902,21.80565700816625,0.0],[-102.29303648935698,21.805657451868374,0.0],[-102.29303668313635,21.805657898981853,0.0],[-102.29303686916938,21.805658349373488,0.0],[-102.29303704740067,21.80565880290908,0.0],[-102.29303721777708,21.805659259453478,0.0],[-102.29303738024785,21.805659718870686,0.0],[-102.29303753476461,21.80566018102377,0.0],[-102.29303768128128,21.805660645775085,0.0],[-102.2930378197542,21.80566111298614,0.0],[-102.29303795014215,21.805661582517715,0.0],[-102.29303807240625,21.805662054229906,0.0],[-102.29303818651009,21.80566252798222,0.0],[-102.29303829241962,21.80566300363343,0.0],[-102.29303839010336,21.805663481041854,0.0],[-102.29303847953217,21.805663960065232,0.0],[-102.2930385606794,21.805664440560854,0.0],[-102.29303863352091,21.805664922385535,0.0],[-102.29303869803493,21.805665405395747,0.0],[-102.29303875420227,21.805665889447546,0.0],[-102.29303880200624,21.80566637439671,0.0],[-102.29303884143252,21.805666860098782,0.0],[-102.2930388724694,21.805667346408974,0.0],[-102.29303889510764,21.80566783318247,0.0],[-102.29303890934048,21.80566832027418,0.0],[-102.29303891516366,21.805668807539,0.0],[-102.29303891257548,21.80566929483175,0.0],[-102.29303890157675,21.805669782007225,0.0],[-102.29303888217068,21.80567026892028,0.0],[-102.29303885436303,21.805670755425812,0.0],[-102.29303881816213,21.80567124137892,0.0],[-102.29303877357879,21.80567172663478,0.0],[-102.29303872062626,21.80567221104878,0.0],[-102.29303865932035,21.805672694476645,0.0],[-102.29303858967924,21.805673176774317,0.0],[-102.29303851172376,21.80567365779807,0.0],[-102.29303842547712,21.805674137404623,0.0],[-102.29303833096502,21.805674615451025,0.0],[-102.29303822821558,21.805675091794882,0.0],[-102.29303811725948,21.805675566294266,0.0],[-102.29303799812972,21.805676038807782,0.0],[-102.29303787086184,21.805676509194637,0.0],[-102.29303773549375,21.805676977314693,0.0],[-102.29303759206579,21.805677443028483,0.0],[-102.29303744062065,21.80567790619723,0.0],[-102.29303728120344,21.805678366682923,0.0],[-102.29303711386176,21.805678824348387,0.0],[-102.29303693864539,21.805679279057237,0.0],[-102.29303675560656,21.805679730674,0.0],[-102.29303656479982,21.805680179064122,0.0],[-102.29303636628197,21.805680624094,0.0],[-102.29303616011224,21.805681065631024,0.0],[-102.29303594635198,21.805681503543646,0.0],[-102.29303572506488,21.8056819377014,0.0],[-102.29303549631699,21.8056823679749,0.0],[-102.2930352601763,21.805682794235977,0.0],[-102.2930350167133,21.80568321635764,0.0],[-102.29303476600047,21.80568363421405,0.0],[-102.29303450811253,21.805684047680753,0.0],[-102.29303424312629,21.80568445663456,0.0],[-102.29303397112075,21.805684860953594,0.0],[-102.29303369217688,21.80568526051742,0.0],[-102.29303340637786,21.805685655206972,0.0],[-102.29303311380882,21.80568604490463,0.0],[-102.29303281455694,21.805686429494315,0.0],[-102.29303250871138,21.805686808861434,0.0],[-102.29303219636327,21.80568718289294,0.0],[-102.29303187760566,21.805687551477398,0.0],[-102.29303155253352,21.805687914504983,0.0],[-102.29303122124372,21.80568827186752,0.0],[-102.293030883835,21.805688623458543,0.0],[-102.29303054040783,21.805688969173328,0.0],[-102.29303019106457,21.805689308908825,0.0],[-102.2929145476673,21.80579984592189,0.0],[-102.2928690324266,21.80575222805244,0.0],[-102.29286904845914,21.805752212727842,0.0],[-102.29282351718595,21.80570461018295,0.0],[-102.29277800194525,21.805656992313498,0.0],[-102.29273248670458,21.805609374444035,0.0],[-102.29268697146388,21.80556175657456,0.0],[-102.29264145622324,21.805514138705096,0.0],[-102.29259594098257,21.805466520835633,0.0],[-102.29255042574187,21.805418902966156,0.0],[-102.29250491050117,21.80537128509669,0.0],[-102.2925049105012,21.805371285096676,0.0],[-102.2924593952605,21.805323667227228,0.0],[-102.29245939526052,21.80532366722722,0.0],[-102.29241578478441,21.805278042115123,0.0],[-102.29241577894811,21.805278047859606,0.0],[-102.29238604348932,21.80524692688676,0.0],[-102.29238805055915,21.805231030206034,0.0],[-102.29239032800153,21.805215170002896,0.0],[-102.2923928751562,21.805199350875515,0.0],[-102.29239569128463,21.8051835774102,0.0],[-102.29239877557039,21.805167854179963,0.0],[-102.2924021271193,21.8051521857433,0.0],[-102.29240574495967,21.80513657664279,0.0],[-102.29240962804265,21.805121031403846,0.0],[-102.29241377524237,21.805105554533288,0.0],[-102.29241818535655,21.805090150518204,0.0],[-102.2924228571066,21.80507482382453,0.0],[-102.29242778913805,21.805059578895765,0.0],[-102.29243298002105,21.805044420151706,0.0],[-102.29243842825062,21.80502935198719,0.0],[-102.29254993107544,21.80514600581297,0.0],[-102.2925499310745,21.80514600581391,0.0],[-102.29254993107546,21.80514600581297,0.0],[-102.29259544631613,21.805193623682435,0.0],[-102.29264096155681,21.805241241551883,0.0],[-102.29264096155681,21.805241241551897,0.0],[-102.29268647679748,21.805288859421367,0.0],[-102.29268647679748,21.805288859421363,0.0],[-102.29273199203816,21.80533647729083,0.0],[-102.29273199203816,21.805336477290822,0.0],[-102.29277750727884,21.805384095160292,0.0],[-102.29282302251953,21.805431713029776,0.0],[-102.29286853776021,21.805479330899242,0.0],[-102.29291405300087,21.805526948768705,0.0],[-102.29295956824156,21.805574566638157,0.0],[-102.29300508348223,21.805622184507616,0.0],[-102.29303109219121,21.805649394718753,0.0]]],""type"":""Polygon""}",{},{},,,0,0,0,,,,,,,,,,,,,,,,,,,,
unidad,GT-SanFermin,Lote 21,,disponible,MX,1,1,20343,San Gerardo,0,0,21,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29282351718595,21.80570461018295,0.0],[-102.2928690324266,21.805752228052427,0.0],[-102.29300508348223,21.805622184507616,0.0],[-102.29295956824156,21.805574566638157,0.0],[-102.29282351718595,21.80570461018295,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Arena,6.5,0,2,,2,si,si,si,si,3,2.5,162.5,126.7,si,si,si,,,,,,,
unidad,GT-SanFermin,Lote 22,,disponible,MX,1,1,20343,San Gerardo,0,0,22,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.2928690324266,21.80575222805244,0.0],[-102.2929145476673,21.80579984592189,0.0],[-102.29303019106457,21.805689308908825,0.0],[-102.29303054040783,21.805688969173328,0.0],[-102.293030883835,21.805688623458543,0.0],[-102.29303122124372,21.80568827186752,0.0],[-102.29303155253352,21.805687914504983,0.0],[-102.29303187760566,21.805687551477398,0.0],[-102.29303219636327,21.80568718289294,0.0],[-102.29303250871138,21.805686808861434,0.0],[-102.29303281455694,21.805686429494315,0.0],[-102.29303311380882,21.80568604490463,0.0],[-102.29303340637786,21.805685655206972,0.0],[-102.29303369217688,21.80568526051742,0.0],[-102.29303397112075,21.805684860953594,0.0],[-102.29303424312629,21.80568445663456,0.0],[-102.29303450811253,21.805684047680753,0.0],[-102.29303476600047,21.80568363421405,0.0],[-102.2930350167133,21.80568321635764,0.0],[-102.2930352601763,21.805682794235977,0.0],[-102.29303549631699,21.8056823679749,0.0],[-102.29303572506488,21.8056819377014,0.0],[-102.29303594635198,21.805681503543646,0.0],[-102.29303616011224,21.805681065631024,0.0],[-102.29303636628197,21.805680624094,0.0],[-102.29303656479982,21.805680179064122,0.0],[-102.29303675560656,21.805679730674,0.0],[-102.29303693864539,21.805679279057237,0.0],[-102.29303711386176,21.805678824348387,0.0],[-102.29303728120344,21.805678366682923,0.0],[-102.29303744062065,21.80567790619723,0.0],[-102.29303759206579,21.805677443028483,0.0],[-102.29303773549375,21.805676977314693,0.0],[-102.29303787086184,21.805676509194637,0.0],[-102.29303799812972,21.805676038807782,0.0],[-102.29303811725948,21.805675566294266,0.0],[-102.29303822821558,21.805675091794882,0.0],[-102.29303833096502,21.805674615451025,0.0],[-102.29303842547712,21.805674137404623,0.0],[-102.29303851172376,21.80567365779807,0.0],[-102.29303858967924,21.805673176774317,0.0],[-102.29303865932035,21.805672694476645,0.0],[-102.29303872062626,21.80567221104878,0.0],[-102.29303877357879,21.80567172663478,0.0],[-102.29303881816213,21.80567124137892,0.0],[-102.29303885436303,21.805670755425812,0.0],[-102.29303888217068,21.80567026892028,0.0],[-102.29303890157675,21.805669782007225,0.0],[-102.29303891257548,21.80566929483175,0.0],[-102.29303891516366,21.805668807539,0.0],[-102.29303890934048,21.80566832027418,0.0],[-102.29303889510764,21.80566783318247,0.0],[-102.2930388724694,21.805667346408974,0.0],[-102.29303884143252,21.805666860098782,0.0],[-102.29303880200624,21.80566637439671,0.0],[-102.29303875420227,21.805665889447546,0.0],[-102.29303869803493,21.805665405395747,0.0],[-102.29303863352091,21.805664922385535,0.0],[-102.2930385606794,21.805664440560854,0.0],[-102.29303847953217,21.805663960065232,0.0],[-102.29303839010336,21.805663481041854,0.0],[-102.29303829241962,21.80566300363343,0.0],[-102.29303818651009,21.80566252798222,0.0],[-102.29303807240625,21.805662054229906,0.0],[-102.29303795014215,21.805661582517715,0.0],[-102.2930378197542,21.80566111298614,0.0],[-102.29303768128128,21.805660645775085,0.0],[-102.29303753476461,21.80566018102377,0.0],[-102.29303738024785,21.805659718870686,0.0],[-102.29303721777708,21.805659259453478,0.0],[-102.29303704740067,21.80565880290908,0.0],[-102.29303686916938,21.805658349373488,0.0],[-102.29303668313635,21.805657898981853,0.0],[-102.29303648935698,21.805657451868374,0.0],[-102.29303628788902,21.80565700816625,0.0],[-102.29303607879248,21.805656568007706,0.0],[-102.29303586212967,21.805656131523854,0.0],[-102.29303563796513,21.805655698844774,0.0],[-102.29303540636569,21.80565527009939,0.0],[-102.29303516740032,21.805654845415418,0.0],[-102.29303492114022,21.80565442491942,0.0],[-102.29303466765883,21.805654008736663,0.0],[-102.29303440703158,21.805653596991178,0.0],[-102.29303413933617,21.805653189805593,0.0],[-102.29303386465234,21.805652787301298,0.0],[-102.293033583062,21.805652389598166,0.0],[-102.29303329464895,21.80565199681473,0.0],[-102.2930329994992,21.805651609067976,0.0],[-102.29303269770065,21.805651226473486,0.0],[-102.29303238934324,21.8056508491452,0.0],[-102.29303207451886,21.80565047719559,0.0],[-102.29303175332127,21.805650110735456,0.0],[-102.2930314258462,21.805649749874014,0.0],[-102.29303109219121,21.805649394718753,0.0],[-102.29300508348223,21.805622184507616,0.0],[-102.2928690324266,21.80575222805244,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Bahia,6.5,0,2,,2,si,si,si,si,3,2.5,130,126.7,si,si,si,,,,,,,
unidad,GT-SanFermin,Lote 23,,disponible,MX,1,1,20343,San Gerardo,0,0,23,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,3.5,1200000,129,"{""coordinates"":[[[[-102.29250491050117,21.80537128509669,0.0],[-102.29255042574187,21.805418902966156,0.0],[-102.29268647679748,21.805288859421374,0.0],[-102.29264096155681,21.805241241551897,0.0],[-102.29250491050117,21.80537128509669,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Burgos,3.5,0,1,,1,si,si,si,si,3,1,,varia,si,si,si,,,,,,,
unidad,GT-SanFermin,Lote 24,,disponible,MX,1,1,20343,San Gerardo,0,0,24,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,3.5,1200000,129,"{""coordinates"":[[[[-102.29255042574187,21.805418902966156,0.0],[-102.29259594098257,21.805466520835633,0.0],[-102.29273199203816,21.805336477290837,0.0],[-102.29268647679748,21.805288859421363,0.0],[-102.29255042574187,21.805418902966156,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Burgos Superior,3.5,0,1,,1,si,si,si,si,3,1,,varia,si,si,si,,,si,,,,
unidad,GT-SanFermin,Lote 25,,disponible,MX,1,1,20343,San Gerardo,0,0,25,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,3.5,1200000,129,"{""coordinates"":[[[[-102.29259594098257,21.805466520835633,0.0],[-102.29264145622324,21.805514138705096,0.0],[-102.29277750727884,21.805384095160292,0.0],[-102.29273199203816,21.805336477290822,0.0],[-102.29259594098257,21.805466520835633,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Marquez 3r,3.5,0,1,,1,si,si,si,si,3,1,,,si,si,si,,,,,,,
unidad,GT-SanFermin,Lote 26,,disponible,MX,1,1,20343,San Gerardo,0,0,26,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,3.5,1200000,129,"{""coordinates"":[[[[-102.29264145622324,21.805514138705096,0.0],[-102.29268697146388,21.80556175657456,0.0],[-102.29282302251953,21.805431713029776,0.0],[-102.29277750727884,21.805384095160292,0.0],[-102.29264145622324,21.805514138705096,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Celebra,3.5,0,1,,1,si,si,si,si,3,1,,varia,si,si,si,,,,,,,
unidad,GT-SanFermin,Lote 27,,disponible,MX,1,1,20343,San Gerardo,0,0,27,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29268697146388,21.80556175657456,0.0],[-102.29273248670458,21.805609374444035,0.0],[-102.29286853776021,21.805479330899242,0.0],[-102.29282302251953,21.805431713029776,0.0],[-102.29268697146388,21.80556175657456,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Terrace,6.5,0,2,,2,si,si,si,si,3,2,86.41,varia,si,si,si,,,si,,,,
unidad,GT-SanFermin,Lote 28,,disponible,MX,1,1,20343,San Gerardo,0,0,28,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29273248670458,21.805609374444035,0.0],[-102.29277800194525,21.805656992313498,0.0],[-102.29291405300087,21.805526948768705,0.0],[-102.2928685377602,21.805479330899228,0.0],[-102.29273248670458,21.805609374444035,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Confort de Luxe,6.5,0,2,,2,si,si,si,si,3,1.5,118,120,si,si,si,,,,,,,
unidad,GT-SanFermin,Lote 29,,disponible,MX,1,1,20343,San Gerardo,0,0,29,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29277800194525,21.805656992313498,0.0],[-102.29282351718595,21.80570461018295,0.0],[-102.29295956824156,21.805574566638157,0.0],[-102.29291405300087,21.805526948768705,0.0],[-102.29277800194525,21.805656992313498,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Premier Gold,6.5,0,2,,2,si,si,si,si,3,2.5,121.72,120,si,si,si,,si,,,,si,
unidad,GT-SanFermin,Lote 30,,disponible,MX,1,1,20343,San Gerardo,0,0,30,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29238604348932,21.80524692688676,0.0],[-102.29241388001982,21.80527604935775,0.0],[-102.29254993107544,21.80514600581297,0.0],[-102.29243842825062,21.80502935198719,0.0],[-102.29243298002105,21.805044420151706,0.0],[-102.29242778913805,21.805059578895765,0.0],[-102.2924228571066,21.80507482382453,0.0],[-102.29241818535655,21.805090150518204,0.0],[-102.29241377524237,21.805105554533288,0.0],[-102.29240962804265,21.805121031403846,0.0],[-102.29240574495967,21.80513657664279,0.0],[-102.2924021271193,21.8051521857433,0.0],[-102.29239877557039,21.805167854179963,0.0],[-102.29239569128463,21.8051835774102,0.0],[-102.2923928751562,21.805199350875515,0.0],[-102.29239032800153,21.805215170002896,0.0],[-102.29238805055915,21.805231030206034,0.0],[-102.29238604348932,21.80524692688676,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Royal Roof Garden,6.5,0,3,,2,si,si,si,si,3,2.5,105.16,120,si,si,si,,si,,,si,,
unidad,GT-SanFermin,Lote 31,,disponible,MX,1,1,20343,San Gerardo,0,0,31,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.29241388001982,21.805276049357765,0.0],[-102.29245939526052,21.805323667227228,0.0],[-102.29259544631613,21.805193623682435,0.0],[-102.29254993107546,21.80514600581297,0.0],[-102.29241388001982,21.805276049357765,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Flex Plus,6.5,0,2,,2,si,si,si,si,3,2.5,81.62,varia,si,si,si,,,si,,,,
unidad,GT-SanFermin,Lote 32,,disponible,MX,1,1,20343,San Gerardo,0,0,32,lote/terreno,,,"Lote plano con servicios de agua, luz, drenaje y comunicaciones.",,6.5,1200000,129,"{""coordinates"":[[[[-102.2924593952605,21.805323667227228,0.0],[-102.29250491050121,21.80537128509669,0.0],[-102.29264096155681,21.805241241551883,0.0],[-102.29259544631613,21.805193623682435,0.0],[-102.2924593952605,21.805323667227228,0.0]]]],""type"":""MultiPolygon""}",{},Venta,Residencial,Terrace,6.5,0,2,,2,si,si,si,si,3,2,86.41,varia,si,si,si,,,si,,,,
