parent_category_en,parent_category_es,type_code,type_name_en,type_name_es,added_2026_02_12,table,source_url
Food and Drink,Comidas y bebidas,food_court,Food Court,Patio de comidas,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,french_restaurant,French Restaurant,Restaurante francés,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,fusion_restaurant,Fusion Restaurant,Restaurante de fusión,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,gastropub,Gastropub,Gastropub,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,german_restaurant,German Restaurant,Restaurante alemán,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,greek_restaurant,Greek Restaurant,Restaurante griego,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,gyro_restaurant,Gyro Restaurant,Restaurante de gyros,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,halal_restaurant,Halal Restaurant,Restaurante halal,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hamburger_restaurant,Hamburger Restaurant,Hamburguesería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hawaiian_restaurant,Hawaiian Restaurant,Restaurante hawaiano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hookah_bar,Hookah Bar,Bar de hookah,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hot_dog_restaurant,Hot Dog Restaurant,Restaurante de hot dogs,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hot_dog_stand,Hot Dog Stand,Puesto de hot dogs,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hot_pot_restaurant,Hot Pot Restaurant,Restaurante de hot pot,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,hungarian_restaurant,Hungarian Restaurant,Restaurante húngaro,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,ice_cream_shop,Ice Cream Shop,Heladería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,indian_restaurant,Indian Restaurant,Restaurante indio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,indonesian_restaurant,Indonesian Restaurant,Restaurante indonesio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,irish_pub,Irish Pub,Pub irlandés,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,irish_restaurant,Irish Restaurant,Restaurante irlandés,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,israeli_restaurant,Israeli Restaurant,Restaurante israelí,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,italian_restaurant,Italian Restaurant,Restaurante italiano,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,japanese_curry_restaurant,Japanese Curry Restaurant,Restaurante de curry japonés,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,japanese_izakaya_restaurant,Japanese Izakaya Restaurant,Izakaya japonés,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,japanese_restaurant,Japanese Restaurant,Restaurante japonés,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,juice_shop,Juice Shop,Tienda de jugos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,kebab_shop,Kebab Shop,Tienda de kebabs,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,korean_barbecue_restaurant,Korean Barbecue Restaurant,Restaurante de barbacoa coreana,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,korean_restaurant,Korean Restaurant,Restaurante coreano,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,latin_american_restaurant,Latin American Restaurant,Restaurante latinoamericano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,lebanese_restaurant,Lebanese Restaurant,Restaurante libanés,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,lounge_bar,Lounge Bar,Bar lounge,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,malaysian_restaurant,Malaysian Restaurant,Restaurante malasio,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,meal_delivery,Meal Delivery,Entrega de comida preparada,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,meal_takeaway,Meal Takeaway,Comida para llevar,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,mediterranean_restaurant,Mediterranean Restaurant,Restaurante mediterráneo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,mexican_restaurant,Mexican Restaurant,Restaurante mexicano,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,middle_eastern_restaurant,Middle Eastern Restaurant,Restaurante de Medio Oriente,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,mongolian_barbecue_restaurant,Mongolian Barbecue Restaurant,Restaurante de barbacoa mongola,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,moroccan_restaurant,Moroccan Restaurant,Restaurante marroquí,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,noodle_shop,Noodle Shop,Tienda de fideos,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,north_indian_restaurant,North Indian Restaurant,Restaurante del norte de India,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,oyster_bar_restaurant,Oyster Bar Restaurant,Bar-restaurante de ostras,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,pakistani_restaurant,Pakistani Restaurant,Restaurante pakistaní,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,pastry_shop,Pastry Shop,Pastelería,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,persian_restaurant,Persian Restaurant,Restaurante persa,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,peruvian_restaurant,Peruvian Restaurant,Restaurante peruano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,pizza_delivery,Pizza Delivery,Entrega de pizza,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,pizza_restaurant,Pizza Restaurant,Pizzería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,polish_restaurant,Polish Restaurant,Restaurante polaco,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,portuguese_restaurant,Portuguese Restaurant,Restaurante portugués,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,pub,Pub,Pub,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,ramen_restaurant,Ramen Restaurant,Restaurante de ramen,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,restaurant,Restaurant,Restaurante,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,romanian_restaurant,Romanian Restaurant,Restaurante rumano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,russian_restaurant,Russian Restaurant,Restaurante ruso,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,salad_shop,Salad Shop,Tienda de ensaladas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,sandwich_shop,Sandwich Shop,Tienda de sándwiches,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,scandinavian_restaurant,Scandinavian Restaurant,Restaurante escandinavo,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,seafood_restaurant,Seafood Restaurant,Restaurante de mariscos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,shawarma_restaurant,Shawarma Restaurant,Restaurante de shawarma,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,snack_bar,Snack Bar,Bar de aperitivos,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,soul_food_restaurant,Soul Food Restaurant,Restaurante de soul food,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,soup_restaurant,Soup Restaurant,Restaurante de sopas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,south_american_restaurant,South American Restaurant,Restaurante sudamericano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,south_indian_restaurant,South Indian Restaurant,Restaurante del sur de India,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,southwestern_us_restaurant,Southwestern US Restaurant,Restaurante del suroeste de EE. UU.,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,spanish_restaurant,Spanish Restaurant,Restaurante español,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,sports_bar,Sports Bar,Bar deportivo,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,sri_lankan_restaurant,Sri Lankan Restaurant,Restaurante de Sri Lanka,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,steak_house,Steak House,Restaurante de carnes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,sushi_restaurant,Sushi Restaurant,Restaurante de sushi,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,swiss_restaurant,Swiss Restaurant,Restaurante suizo,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,taco_restaurant,Taco Restaurant,Taquería,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,taiwanese_restaurant,Taiwanese Restaurant,Restaurante taiwanés,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,tapas_restaurant,Tapas Restaurant,Restaurante de tapas,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,tea_house,Tea House,Casa de té,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,tex_mex_restaurant,Tex-Mex Restaurant,Restaurante tex-mex,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,thai_restaurant,Thai Restaurant,Restaurante tailandés,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,tibetan_restaurant,Tibetan Restaurant,Restaurante tibetano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,tonkatsu_restaurant,Tonkatsu Restaurant,Restaurante de tonkatsu,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,turkish_restaurant,Turkish Restaurant,Restaurante turco,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,ukrainian_restaurant,Ukrainian Restaurant,Restaurante ucraniano,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,vegan_restaurant,Vegan Restaurant,Restaurante vegano,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,vegetarian_restaurant,Vegetarian Restaurant,Restaurante vegetariano,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,vietnamese_restaurant,Vietnamese Restaurant,Restaurante vietnamita,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,western_restaurant,Western Restaurant,Restaurante occidental,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,wine_bar,Wine Bar,Bar de vinos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,winery,Winery,Bodega vinícola,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,yakiniku_restaurant,Yakiniku Restaurant,Restaurante de yakiniku,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Food and Drink,Comidas y bebidas,yakitori_restaurant,Yakitori Restaurant,Restaurante de yakitori,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Geographical Areas,Áreas geográficas,administrative_area_level_1,Administrative Area Level 1,Área administrativa nivel 1,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Geographical Areas,Áreas geográficas,administrative_area_level_2,Administrative Area Level 2,Área administrativa nivel 2,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Geographical Areas,Áreas geográficas,country,Country,País,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Geographical Areas,Áreas geográficas,locality,Locality,Localidad,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Geographical Areas,Áreas geográficas,postal_code,Postal Code,Código postal,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Geographical Areas,Áreas geográficas,school_district,School District,Distrito escolar,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,city_hall,City Hall,Ayuntamiento,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,courthouse,Courthouse,Palacio de justicia,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,embassy,Embassy,Embajada,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,fire_station,Fire Station,Estación de bomberos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,government_office,Government Office,Oficina gubernamental,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,local_government_office,Local Government Office,Oficina de gobierno local,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,neighborhood_police_station,Neighborhood Police Station,Estación de policía de barrio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,police,Police,Policía,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Government,Gobierno,post_office,Post Office,Oficina de correos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,chiropractor,Chiropractor,Quiropráctico,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,dental_clinic,Dental Clinic,Clínica dental,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,dentist,Dentist,Dentista,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,doctor,Doctor,Médico,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,drugstore,Drugstore,Droguería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,general_hospital,General Hospital,Hospital general,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,hospital,Hospital,Hospital,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,massage,Massage,Masajes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,massage_spa,Massage Spa,Spa de masajes,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,medical_center,Medical Center,Centro médico,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,medical_clinic,Medical Clinic,Clínica médica,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,medical_lab,Medical Lab,Laboratorio médico,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,pharmacy,Pharmacy,Farmacia,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,physiotherapist,Physiotherapist,Fisioterapeuta,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,sauna,Sauna,Sauna,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,skin_care_clinic,Skin Care Clinic,Clínica de cuidado de la piel,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,spa,Spa,Spa,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,tanning_studio,Tanning Studio,Estudio de bronceado,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,wellness_center,Wellness Center,Centro de bienestar,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Health and Wellness,Salud y bienestar,yoga_studio,Yoga Studio,Estudio de yoga,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Housing,Vivienda,apartment_building,Apartment Building,Edificio de departamentos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Housing,Vivienda,apartment_complex,Apartment Complex,Complejo de departamentos,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Housing,Vivienda,condominium_complex,Condominium Complex,Complejo de condominios,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Housing,Vivienda,housing_complex,Housing Complex,Complejo habitacional,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,bed_and_breakfast,Bed and Breakfast,Alojamiento con desayuno,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,budget_japanese_inn,Budget Japanese Inn,Posada japonesa económica,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,campground,Campground,Campamento,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,camping_cabin,Camping Cabin,Cabaña de campamento,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,cottage,Cottage,Casa de campo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,extended_stay_hotel,Extended Stay Hotel,Hotel de estancia prolongada,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,farmstay,Farmstay,Alojamiento rural,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,guest_house,Guest House,Casa de huéspedes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,hostel,Hostel,Hostal,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,hotel,Hotel,Hotel,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,inn,Inn,Posada,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,japanese_inn,Japanese Inn,Posada japonesa,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,lodging,Lodging,Alojamiento,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,mobile_home_park,Mobile Home Park,Parque de casas móviles,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,motel,Motel,Motel,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,private_guest_room,Private Guest Room,Habitación privada para huéspedes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,resort_hotel,Resort Hotel,Hotel resort,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Lodging,Alojamiento,rv_park,RV Park,Parque para casas rodantes,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,beach,Beach,Playa,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,island,Island,Isla,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,lake,Lake,Lago,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,mountain_peak,Mountain Peak,Pico de montaña,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,nature_preserve,Nature Preserve,Reserva natural,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,river,River,Río,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,scenic_spot,Scenic Spot,Lugar panorámico,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Natural Features,Accidentes geográficos,woods,Woods,Bosque,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Places of Worship,Lugares de culto,buddhist_temple,Buddhist Temple,Templo budista,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Places of Worship,Lugares de culto,church,Church,Iglesia,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Places of Worship,Lugares de culto,hindu_temple,Hindu Temple,Templo hindú,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Places of Worship,Lugares de culto,mosque,Mosque,Mezquita,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Places of Worship,Lugares de culto,shinto_shrine,Shinto Shrine,Santuario sintoísta,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Places of Worship,Lugares de culto,synagogue,Synagogue,Sinagoga,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,aircraft_rental_service,Aircraft Rental Service,Servicio de alquiler de aeronaves,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,association_or_organization,Association Or Organization,Asociación u organización,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,astrologer,Astrologer,Astrólogo,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,barber_shop,Barber Shop,Barbería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,beautician,Beautician,Esteticista,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,beauty_salon,Beauty Salon,Salón de belleza,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,body_art_service,Body Art Service,Servicio de arte corporal,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,catering_service,Catering Service,Servicio de catering,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,cemetery,Cemetery,Cementerio,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,chauffeur_service,Chauffeur Service,Servicio de chofer,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,child_care_agency,Child Care Agency,Agencia de cuidado infantil,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,consultant,Consultant,Consultor,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,courier_service,Courier Service,Servicio de mensajería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,electrician,Electrician,Electricista,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,employment_agency,Employment Agency,Agencia de empleo,yes,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,florist,Florist,Florería,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,food_delivery,Food Delivery,Entrega de comida,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,foot_care,Foot Care,Cuidado de los pies,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,funeral_home,Funeral Home,Funeraria,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,hair_care,Hair Care,Cuidado del cabello,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
Services,Servicios,hair_salon,Hair Salon,Salón de belleza capilar,no,A,https://developers.google.com/maps/documentation/places/web-service/place-types?hl=es-419
